token	repeticiones	#docs
tamogatottsagszukseges	1	1
elkerulhetetlenvaltoztatasra	1	1
atarsadalombiztositas	1	1
esegeszsegugyi	1	1
torvenybeiktatasat	1	1
akezdemenyezessel	1	1
martirhalalt	1	1
miniszterelnokemleket	1	1
iktatna	1	1
afiatal	1	1
martirokemlekenek	1	1
csutortokiegyeztetesen	1	1
helytelennek	1	1
kerdesekrolvitatkozzek	1	1
kisulesi	1	1
pontjavavalhatnak	1	1
tagjaikozott	1	1
imrehalalahoz	1	1
viszonyuk	1	1
barikad	1	1
oldalanharcoltak	1	1
bunmegelozesi	1	1
szervekmegerositesevel	1	1
hatekonyan	2	2
harcolni	1	1
torvenyelfogadasaval	1	1
letrejotte	1	1
erosenemlekeztetne	1	1
viszonyaira	1	1
vicc	1	1
andorka	5	2
rudolf	6	3
foldes	1	1
mecs	3	2
obersovszky	1	1
pomogatsbela	1	1
ujhelyi	1	1
vasarhelyi	1	1
miklo	1	1
felhivassal	1	1
hozokhoz	1	1
vezetohoz	1	1
kipartcsatarozasaikbol	1	1
evfordulojanakmegunnepleset	1	1
kepviselojekijelentette	1	1
sajatithatja	1	1
nemviselkedhet	1	1
elefant	1	1
porcelanboltban	1	1
allamtitkarnakes	1	1
folyositfizetest	1	1
levele	1	1
allamtitkarnakminosulo	1	1
verebelyi	1	1
fejlesztesikormanybiztos	1	1
acelipar	1	1
reorganizaciojaertfelelos	1	1
beosztasban	1	1
sepseytamas	1	1
hivatalezaltal	1	1
milliostobbletbevetelhez	1	1
sepsey	1	1
allamigazgatasban	1	1
betoltetlenul	1	1
vizsgalatra	1	1
szorulna	1	1
kozpontiallamigazgatasban	1	1
vegrehajtottak	1	1
letszamleepitest	1	1
hianyoltosszesen	1	1
tisztsegeket	1	1
betolto	1	1
szemelyekellenorzeset	1	1
atvilagito	2	1
toltik	2	2
allamtitkaribeosztasnak	1	1
beruket	1	1
birodolgozik	1	1
megvalasztja	1	1
kethianyzo	1	1
bertomegetaz	1	1
visszafizeti	2	1
polgarosodas	2	1
kiut	1	1
zsakutcasmodernizaciobol	1	1
tanulmanyanban	1	1
zsakutcas	1	1
kispolgarosodas	1	1
nemhogyerkolcsi	1	1
alapzat	1	1
normakfelbomlasztasaval	1	1
viszonyai	1	1
egeszfolyamat	1	1
energiak	1	1
fokukifosztasaval	1	1
tekozlasaval	1	1
tartalekai	1	1
nemlehettek	1	1
ezertpeldatlanul	1	1
indulhatottmeg	1	1
leszakad	1	1
amerikanizalodik	1	1
akademikussal	1	1
keszitettinterjut	1	1
jelentosresze	1	1
politikaidonteshozoknak	1	1
nezniuk	1	1
akozsegek	1	1
leszakadhat	1	1
helyzetuket	1	1
kepesretegektol	1	1
vizszintes	1	1
ketteszakadasanaktendenciaja	1	1
amerikanizalodasnak	1	1
megallithatatlanna	1	1
ujbol	2	2
zartvilagga	1	1
alairasgyujtese	1	1
nyugdikorhatar	1	1
felemelese	2	2
gyermekgondozasi	1	1
tervezettmegszuntetese	1	1
kezdemenyezeserealairasgyujtesi	1	1
megyeiszervezete	2	2
notagozata	2	2
szilagyinecsaszar	1	1
terezia	1	1
kesoi	3	2
kadarizmusbol	2	1
aradionak	1	1
hangulatara	1	1
kettosseg	1	1
figyelheto	1	1
acsaladok	1	1
pesszimistan	1	1
itelkeznek	1	1
sajatlehetosegeikrol	1	1
kozallapotokrol	1	1
magyarorszagjo	1	1
hirnevnek	1	1
orvend	1	1
pesszimizmus	1	1
nemtukrozodik	1	1
velekedesekben	1	1
akoztarsasagi	1	1
funkcio	1	1
kevesbepolitikai	1	1
feladatokkal	1	1
josagos	1	1
nyugdijasnagyapova	1	1
nyugdijazza	1	1
fizetesetes	1	1
utazgatasi	1	1
egysegert	2	1
szucsistvan	1	1
alapertekeketismertette	1	1
szervezetkentkivan	1	1
tevekenykedni	1	1
hatarvonalainem	1	1
azonosak	2	2
programjainak	1	1
hataraival	1	1
nemzeterdekeivel	1	1
sarkalatospontja	1	1
programszeru	1	1
nemzetpusztitas	2	1
szucs	1	1
arulassal	1	1
vadolta	3	3
magyarorszagonprogramszeru	1	1
ennekhattereben	1	1
fobol	1	1
oligarchia	1	1
mivelaz	1	1
vilagbirodalmi	1	1
vodros	1	1
hirlapegykori	1	1
hezkotodo	1	1
negyoldalas	1	1
probaszama	1	1
konferenciatszervezett	1	1
kilugozas	1	1
evtizednyi	1	1
magyaroktatasi	1	1
elvonalaba	1	1
csodaszamba	1	1
ehberert	1	1
napontamegalazott	1	1
tomegeinek	1	1
elzullesetmegakadalyoznia	1	1
elitreteg	1	1
zsigereibenerzi	1	1
elofeltetele	1	1
amagas	1	1
mindmaig	1	1
nyitottsagunk	1	1
igazialapja	1	1
nezetkulonbseg	1	1
annakmegiteleseben	1	1
aszuk	1	1
iskolarendszerfenntartasa	1	1
ostromloszellemi	1	1
erove	1	1
transzformalni	1	1
felhivassalfordultak	1	1
megbecsulest	1	1
ovja	1	1
ertekeinket	1	1
sajtointezetnek	1	1
kifogasa	1	1
magyarorszagisajtoszabadsaggal	1	1
johann	1	1
fritzipi	1	1
helyzetevel	1	1
vitanapot	1	1
konferenciatermeben	1	1
asajtoszabadsag	1	1
korlatja	1	1
sajtoviszonyok	1	1
szolgalatanak	2	2
sajtopiacbeszukulese	1	1
laparak	1	1
amikorlatozott	1	1
kromer	3	2
utobbievekben	1	1
hegemonia	1	1
politikaformaloujsagiroi	1	1
semlegesujsagiro	1	1
asajtoban	1	1
azontorekvesei	1	1
valsagotbelekeverjek	1	1
magyarorszagibelpolitikai	1	1
hazaipolitikai	1	1
perebenhozott	1	1
ugyebe	1	1
hagsulyozza	1	1
nyilvanitsa	1	1
tunteto	1	1
legkemenyebbpolitikai	1	1
valosulhatmeg	1	1
veszkorszak	1	1
emlekgulajanal	1	1
vegrehajtottterrorcselekmenyek	1	1
aldozatait	1	1
gyaszoltak	1	1
szovetsegvezetoinek	1	1
felmentese	1	1
eselyeivannak	1	1
politizalasnak	1	1
egyuttmukodesen	2	2
kivuliutat	1	1
kisgazdapartjelenlegi	1	1
besorolodni	1	1
ivannevevel	2	1
ahetfoi	1	1
elmondhatom	1	1
hogyezt	1	1
egyuttmukodesnek	3	2
kellvalnia	1	1
lezsakek	1	1
akkorkudarcot	1	1
teregysegesitesere	1	1
polgariszovetsegnek	1	1
aztfelelte	1	1
harompartiegyuttmukodesrol	1	1
marnegypartirol	1	1
alaponakarjak	1	1
levaltani	1	1
demokratikushagyomanyt	1	1
eletunkbol	1	1
valamennyireantall	1	1
kormanyzasahoz	1	1
megteremteserol	1	1
polgarites	1	1
nemzetit	1	1
nemzetielkotelezettsegrol	1	1
akipedig	1	1
megerosodeset	1	1
istamogatnia	1	1
modernizaciorolbeszel	1	1
kivetelkent	1	1
polgarosodast	1	1
akozepretegek	1	1
egyuttpolgarosodassal	1	1
modernizacio	2	2
esetebensem	1	1
kepmutatas	1	1
fidesznek	1	1
jobboldalipartokban	1	1
huzakodas	1	1
masodlagosan	1	1
szimpatikusnak	1	1
valasztanak	2	2
kalocsan	1	1
koverlaszlo	1	1
jobbkozeppolitikai	1	1
mezoben	1	1
kormanykoaliciobazisabol	1	1
hoditsanak	1	1
szavazokat	1	1
bekesegymas	1	1
elesre	1	1
masstilusban	1	1
gyujteni	1	1
szavazobazist	1	1
amelyszocialis	1	1
duhbol	1	1
voksol	1	1
fogekony	1	1
jobboldaldemagogiajara	1	1
kongresszusahozza	1	1
helyettesi	1	1
aposzton	1	1
magdat	1	1
katonabelat	1	1
lendvai	1	1
akongresszust	1	1
kuldottgyules	1	1
tartottsajtotajekoztaton	2	1
elnokotajanlja	1	1
alelnoknek	1	1
kiszivargott	1	1
giczygyorgy	1	1
alkut	1	1
tamogatasaert	1	1
lemondjelenlegi	1	1
posztot	3	3
kettevalasztjak	1	1
latorcaijanos	1	1
partelnokhelyettes	1	1
fotitkari	1	1
posztertpedig	1	1
csenger	1	1
hasonlotisztseget	1	1
egyikoka	1	1
partszakadastol	1	1
kdnpbaratsagtalan	1	1
elnevezest	1	1
ulesenek	1	1
kiadottnyilatkozat	1	1
felrevezetesiszandek	1	1
remelik	1	1
amegfelelo	1	1
azelnevezes	1	1
egyuttmukodesuket	5	2
hagyomanyainak	1	1
ertekrendjenek	2	1
rasko	5	2
reagalvacsodalkozasat	1	1
egyhettel	1	1
eszreveteleit	1	1
nevvalasztassalkapcsolatban	1	1
kdnpreszerol	1	1
demokrataneppart	1	1
megjeleniteset	1	1
masokis	1	1
megalakulasunkkor	1	1
jeleztunk	1	1
nemzetkozipeldak	1	1
ajobbkozep	1	1
hozhatja	1	1
isszolt	1	1
belemenni	1	1
megoszto	1	1
vitakba	1	1
problemakizgatjak	1	1
megvalosithato	2	2
adnia	1	1
gondokra	1	1
illene	1	1
azegyuttmukodesrol	1	1
fellepessellehetnek	1	1
defennall	1	1
sodrodas	1	1
arculat	1	1
elvesztesenek	1	1
elkerulheto	1	1
neznieproblemaival	1	1
ujitania	1	1
helyzethezkell	1	1
alkalmaznia	1	1
aradikalis	1	1
alllam	1	1
azemberi	1	1
liberalisertelmisegi	1	1
nemfoglalkozott	1	1
kifejezi	1	1
megujulasat	1	1
lehetvegezni	1	1
meghataroznia	1	1
velikis	1	1
egyikalapitojaval	1	1
akarosszeutkozesbe	1	1
olyantulajdonnev	1	1
hasznalhato	1	1
hansulyozni	1	1
osztalypartkentakarnak	1	1
otvozi	1	1
nemzetbe	2	2
kialakultnemzeti	1	1
szabadelvuseget	1	1
partallasszerint	1	1
felosztani	1	1
valasztmanyanak	1	1
valtozasokat	1	1
eseljutott	1	1
kettevalasahoz	1	1
valasztmanyt	1	1
erinteni	1	1
orszagosgyulesre	1	1
megyaz	1	1
pokorny	1	1
valasztmanyanakeddigi	1	1
ellentmondva	1	1
nyilatkozatbanszogezte	1	1
fuzes	1	1
abonyi	1	1
taggal	2	1
mdmp	1	1
pajna	1	1
hovanyecz	1	1
avagyaz	1	1
amikorsok	1	1
szinvallasideje	1	1
neppartisag	1	1
utodpartja	1	1
olvasztotegelyszerepet	1	1
cikkiro	3	3
rendszervaltopartok	1	1
belerokkannak	1	1
megsemmisulnek	1	1
legtobbszormegvaltoi	1	1
hittel	1	1
megoldasaba	1	1
mama	1	1
hasad	2	2
nyogvenyelos	1	1
csatlakozhatna	1	1
ujsagiroiagyszulemeny	1	1
szervesebben	1	1
meglenne	1	1
azantall	1	1
magyarnemzetben	1	1
tartjavaloszinunek	1	1
atlepne	1	1
keresnie	1	1
lehetosegetvalamelyik	1	1
alapitok	3	3
politikaijovojuket	1	1
lehetsegesket	1	1
egyesulesihajlandosag	1	1
jobbkozepuj	1	1
tabort	1	1
lefedni	1	1
akorabbi	1	1
felejtve	1	1
mertekkel	1	1
arivalizalast	1	1
varhatjak	1	1
valasztmanyai	1	1
vegentartott	1	1
partszakadaskovetkezmenyeit	1	1
belepettaz	1	1
sopronban	1	1
bekesben	1	1
szakad	2	2
nyilatkozatra	1	1
esorszaggyulesi	1	1
apartbol	1	1
koltott	1	1
nyilatkozatrakilepok	1	1
visszafizetesere	1	1
hiszenmandatumukat	1	1
hirekbosnian	1	1
thatilidza	1	1
revert	1	1
scorched	1	1
earthpolicy	1	1
somemainly	1	1
barricaded	1	1
thehope	1	1
arsonists	2	1
torched	1	1
publicbuildings	1	1
stillin	1	1
patrols	1	1
somepeople	1	1
nottheir	1	1
whilebuildings	1	1
nopower	1	1
tooscared	1	1
mooreworld	1	1
lars	2	2
jerling	1	1
assistancefrom	1	1
therequirements	1	1
ofteachers	1	1
girniuslithuanian	1	1
convene	1	1
thehomeland	1	1
programfor	1	1
rulingdemocratic	1	1
willform	1	1
vytautas	1	1
landbergis	1	1
gediminasvagnorius	1	1
girniuswarsaw	1	1
courton	1	1
sentencesfor	1	1
mistreating	1	1
humer	1	1
torturing	1	1
wassentenced	1	1
prisonsentences	1	1
toappeal	1	1
szustakiewicz	1	1
lenient	1	1
sendingpeople	1	1
organizersof	1	1
rallies	1	1
subverting	1	1
reutersthat	1	1
theupper	1	1
moravcik	1	1
oppositiondemocratic	1	1
fisherserbian	1	1
croatserving	1	1
hewitnessed	1	1
townfell	1	1
drazenerdemovic	1	1
figaro	1	1
dida	1	1
massacres	1	1
bothmen	1	1
thatserbia	1	1
tribunalin	1	1
internationalarrest	1	1
krajina	1	1
martic	2	1
adeadly	1	1
banja	1	1
lukaon	1	1
moorebritish	1	1
visegrad	2	1
serbnamed	1	1
lukic	2	1
muslimsfrom	1	1
serbsin	1	1
centerpieceof	1	1
ivo	1	1
isnot	1	1
inobrenovac	1	1
aconcentration	1	1
uzamnica	1	1
wasfrequent	1	1
mooretwo	1	1
smugglingradioactive	1	1
uranium	2	1
spokesmansaid	1	1
ofunspecified	1	1
wasalleged	1	1
oravita	1	1
wherethey	1	1
preliminaryinvestigations	1	1
andcopies	1	1
foreigner	1	1
inuranium	1	1
havebeen	1	1
danionescuthis	1	1
felrobbant	2	1
gepen	2	1
legitarsasag	1	1
boening	1	1
utasszallito	1	1
gepenek	1	1
katasztrofaja	1	1
yorkbol	1	1
oriasgep	1	1
repuloterrol	1	1
helyszinre	2	1
robbanas	3	2
terrorakciot	1	1
intett	1	1
kovetkeztetesektol	1	1
tampai	1	1
teveallomassal	1	1
telefonalo	1	1
dzsihad	1	1
robbantotta	1	1
hivatalanak	2	2
egyhazfovel	1	1
papaval	3	3
tisztsegviselo	2	1
ellatogat	1	1
evfordulojat	1	1
unneplo	1	1
evfordulojarol	1	1
megemlekezo	1	1
apatsagba	1	1
programjaban	2	2
egyhazfo	1	1
szenteli	1	1
ujjaepulo	1	1
megvalto	1	1
szekesegyhaz	1	1
altemplomat	1	1
gondolkodjek	1	1
alabbiakon	1	1
ervenybelepeshez	1	1
szentatus	1	1
szavazasa	1	1
elkepzelhetetlenul	1	1
bukasat	1	1
vereink	1	1
kicsavarjak	1	1
szabadsagjogaikert	1	1
kuzdhetnenek	1	1
kideruljon	1	1
elkerulhetetlensege	1	1
allamhazartasi	1	1
tuladoztatast	1	1
megemelni	1	1
kulcsait	1	1
csobanczy	3	2
adopolitikaval	1	1
dohanyaruk	1	1
fennmaradna	1	1
ketelemu	1	1
szemelygepkocsiknal	1	1
vamtetel	1	1
ellensulyozni	1	1
ekszerek	1	1
kave	1	1
adojat	1	1
kisvallalkozok	2	2
egymilliorol	1	1
alanyi	1	1
adomentesseg	1	1
felvetessel	1	1
igerhette	1	1
akkorra	1	1
sikeresnek	3	3
vallalkozoknal	2	2
legalso	1	1
savnak	1	1
tobbletbevetelhez	1	1
adohatosagot	1	1
berbol	4	2
fizetesbol	4	2
keresetu	1	1
embereknel	2	2
ervagast	1	1
kispenzuek	1	1
etkezesi	1	1
megadoztatasat	1	1
urakkal	1	1
kukoricazni	1	1
husipari	1	1
vezetesetol	1	1
elutasitott	1	1
fokozta	1	1
igazoltatas	1	1
kapun	1	1
megvertek	1	1
kapcsolatba	1	1
munkaadokkal	1	1
munkavallalokkal	1	1
javasolva	1	1
gulyas	1	1
kozvetitsen	1	1
arculkopese	1	1
diktatorikusan	1	1
intezi	1	1
kizarasaval	1	1
tudhatjak	1	1
miket	1	1
kerdoivere	1	1
adando	1	1
kulugyminisztert	1	1
atadasara	1	1
ulesere	1	1
potkoltsegvetesi	1	1
inditvannyal	1	1
alakulaskor	1	1
tartozasait	1	1
fedezne	1	1
reszesedne	1	1
ingatlanvagyonabol	1	1
befolyo	1	1
elofizetesi	1	1
dijakbol	1	1
maradekot	1	1
agrartamogatasok	1	1
tartalekanak	1	1
varakozasokkal	1	1
augusztusi	1	1
ulesre	1	1
peticiojarol	1	1
vegzettseggel	1	1
megmagyarazzak	1	1
bizonyitvanyukat	1	1
szamvetest	1	1
keteves	1	1
felidoben	1	1
mellekletekben	1	1
elkeszitett	1	1
torvenyjavaslatokrol	1	1
javaslatokrol	1	1
tajekozodhatnak	1	1
gazdasagpolitikajat	2	2
elemezve	2	2
intezkedescsomag	1	1
iranyvonalanak	1	1
kiegesziteset	1	1
celozza	1	1
ertekrol	1	1
mersekelni	1	1
pozitivra	2	1
dokumentumban	2	1
tizenket	1	1
elegedetlenebbek	1	1
pontot	2	1
iranyat	1	1
dijaztak	1	1
gondok	1	1
enyhitese	3	3
kormanyzatnak	1	1
megnyomoritasa	1	1
negativra	1	1
elbiralasat	1	1
hitelkepes	1	1
kockazatos	1	1
beruhazasu	1	1
lecsuszott	2	2
fasisztak	3	3
kisopresenek	1	1
remkepei	1	1
publicisztikajaban	2	1
kotodo	1	1
hevesebben	1	1
eljutottak	1	1
rajongott	1	1
chartaert	1	1
fennkolt	1	1
celjaiert	1	1
szelsojobboldalinak	1	1
minosithettek	1	1
szalonkepesseg	1	1
jelkent	1	1
uzenete	1	1
kotodott	1	1
baloldallal	1	1
legvisszataszitobb	1	1
figurai	1	1
szakertelmukre	1	1
inkvizitori	1	1
teendoiket	1	1
alkalmatlansagat	1	1
tulelni	1	1
szegodott	1	1
uralkodasat	2	1
cselekedete	1	1
akciozasa	1	1
liberalbolsevizmusrol	1	1
rabolni	2	2
felvasarolni	1	1
iranyitjak	1	1
gazdasagugyi	1	1
miniszterre	2	2
gazdasagpolitikat	1	1
valositana	1	1
korlatozodna	1	1
teljesiteseben	1	1
megoldatlan	1	1
gazdasagiranyitas	1	1
jogbizonytalansag	1	1
huzoagazatta	1	1
foldekhez	1	1
mellenyzsebbol	1	1
hozzajutni	1	1
kibontakozasi	1	1
propagandaanyag	1	1
megbontasara	1	1
liheges	2	2
leleplezi	2	2
dilettans	2	1
kormanyzatat	1	1
nezetelteres	2	2
magyarazkodniuk	1	1
zarodokumentumaban	1	1
autonomiakoncepcio	1	1
megvalositasat	3	2
vitathatoak	1	1
osszeomlik	2	2
elterelni	1	1
szabadlabon	3	1
vadolt	3	1
zemplenyi	4	2
koncessziojanak	1	1
visszavasarlasarol	1	1
kabinetfonokenek	1	1
targyalasrol	1	1
dogoljetek	1	1
szatmari	5	2
keriteni	1	1
emberuket	1	1
kozma	1	1
juditot	1	1
mutettel	1	1
megmentsek	1	1
villara	1	1
maradhat	1	1
mutet	1	1
foigazgatojaval	1	1
egyoras	1	1
megbeszeleset	1	1
folytatodhat	1	1
csontvelo	1	1
transzplantacios	1	1
reszlegen	1	1
egeszsegbiztositas	2	2
tartalekkeretet	1	1
mutetre	2	1
milliardon	1	1
atcsoportositasokkal	1	1
eloteremtheto	1	1
folytatasarol	1	1
szakma	1	1
almodozzunk	1	1
epuljon	1	1
elgondolashoz	1	1
beepitesevel	1	1
kornyezeteben	1	1
kozparkkent	1	1
funkcionalo	1	1
alakitanak	2	2
illeszkedik	1	1
belvaros	2	1
kozepso	1	1
programjaba	1	1
parazsa	1	1
izzik	1	1
berczi	1	1
foorvos	1	1
gyulolkodes	1	1
iskolahaborujarol	1	1
sariban	1	1
kompromisszumot	1	1
tanevkezdeskor	1	1
kiujul	1	1
ellensegeskedes	1	1
nyolcszazmillios	1	1
dontesenek	1	1
vedekezhet	1	1
inditvanyat	1	1
uszomenedzsert	1	1
helyezzek	1	1
letartoztatasba	1	1
lovoldozes	1	1
kellos	1	1
boliviai	1	1
ecuadori	1	1
zeneszt	1	1
alarcot	1	1
csuklyat	1	1
delben	1	1
aluljaroban	1	1
labukon	1	1
sebesultek	1	1
mindharmukat	1	1
tettes	1	1
panikot	1	1
bebiexport	1	1
gatit	1	1
gyermekkozvetitessel	1	1
ferjet	1	1
megindokolja	1	1
kozvetitokent	1	1
tanusagara	1	1
orokbeadott	1	1
elvalt	1	1
szuloknel	1	1
nevelkedoknel	1	1
magzatatol	1	1
kenyszerulo	1	1
keserves	1	1
problemajukra	1	1
nyugodtak	2	2
gyermekuk	1	1
megfutamitani	1	1
allig	1	1
felfegyverzett	1	1
betegedett	1	1
tamaszponton	1	1
tunetek	1	1
hasmenes	1	1
hidegrazas	1	1
izomfajdalom	1	1
izomgorcs	1	1
hanyas	1	1
virusos	1	1
jarvanyrol	1	1
szekletmintak	1	1
katonabol	1	1
szalmonellat	1	1
huslevessel	1	1
haderot	1	1
teszari	1	1
eperlevessel	1	1
futamitjak	1	1
megszallokat	1	1
fri	9	6
danube	3	1
advises	5	3
embassies	2	2
consulates	1	1
titkarsag	1	1
multheti	1	1
talalkozasunkkor	1	1
keresedre	1	1
dunara	1	1
konzultaltam	1	1
ezugyben	1	1
ezuton	1	1
tajekoztatlak	1	1
pozicio	1	1
reszleteiben	1	1
irosag	1	1
peranyagban	1	1
kifejtesre	1	1
anyagrol	1	1
betekintest	1	1
biztositjuk	1	1
szamodra	1	1
kijuttatasa	1	1
modunkban	1	1
megertesedet	1	1
jokivansagodat	1	1
szabadsagomhoz	1	1
udvozletemet	1	1
kuldom	1	1
lobbynak	2	1
levetetnie	1	1
megvitatasra	1	1
szavazasra	1	1
biztositana	1	1
aruknak	2	1
irasunkat	1	1
napban	4	3
belaek	1	1
behozatali	1	1
kedvezmenyeket	1	1
targyaljak	2	1
beterjesztoknek	1	1
elerniuk	1	1
tegnapelott	2	1
liptakek	2	1
erofeszitesbe	1	1
ismetelt	1	1
elhalasztasa	1	1
elkuldott	1	1
nyelveken	1	1
vadakkal	1	1
bebortonzott	1	1
cseresznyes	2	2
csipos	1	1
paprikat	1	1
dorzsolnek	1	1
amerikaba	1	1
szolgaltatasoknak	1	1
megjegyzik	1	1
erdektelenseget	2	1
meghallgatasokra	1	1
erdekelni	1	1
elvart	1	1
normak	3	3
betartasa	1	1
mozgas	1	1
ciofline	1	1
csatlakozasarol	1	1
kereste	1	1
hozzatehetjuk	1	1
demokrataparti	1	1
tarsadalomat	1	1
kialakito	1	1
huzo	1	1
tanusit	1	1
yorki	1	1
szenatusnak	1	1
hagynia	1	1
irnia	1	1
ismerve	3	3
otlettelen	1	1
technokrata	1	1
kadarista	1	1
rugokra	1	1
erzelmeken	1	1
kulugyminiszteriumot	1	1
informalisan	1	1
oromet	1	1
tolmacsolja	1	1
jovahagyas	1	1
sajtohirekben	1	1
kozvelemenyformalo	1	1
bizonyitekat	1	1
gazsag	2	1
durrenmatt	1	1
egyfelvonasosanak	1	1
kolcsonoztem	1	1
felulmul	1	1
dramairoi	1	1
kepzeletetet	1	1
alszent	1	1
pitbullok	2	2
bullterrierek	1	1
bandogok	1	1
sopankodik	1	1
elsiklik	1	1
bentebb	1	1
bovebben	1	1
olvashatnak	1	1
tenyesztese	1	1
kutyaviadalokon	1	1
penzekben	1	1
maffiozok	1	1
parviadal	1	1
kimenetelere	1	1
betiltasa	1	1
turi	2	2
cinkosan	1	1
viadalokat	1	1
felheccelt	1	1
ugranak	1	1
tigrisek	1	1
parducok	1	1
gladiatorok	1	1
bolsevista	3	2
szemermetlen	2	2
gazdagodasat	1	1
tragikusan	1	1
elnyomorodas	1	1
elhozhatja	1	1
ugrasztani	2	2
viadalon	1	1
kitenyesztett	1	1
buze	1	1
penetrans	1	1
szag	1	1
elviselhetetlenne	1	1
penesz	1	1
rothadas	1	1
megfertozi	1	1
reszeket	2	2
ellep	1	1
oktatasugy	2	2
iskolazottsaga	1	1
atlagtol	1	1
felzarkozasanak	1	1
motorja	1	1
fejlesztese	6	4
pedagogust	1	1
elcsapott	1	1
pedagogusoknak	1	1
ugynoki	1	1
adoellenori	1	1
ugynokok	1	1
legpiszkosabb	1	1
elnyomorodo	1	1
poffeszkedobb	1	1
palotakat	2	2
kizsarolt	1	1
penzeinkbol	1	1
napszamosait	1	1
besugoi	1	1
pedagogusbol	1	1
adoellenort	1	1
kuldi	1	1
adougyeinek	1	1
feltarasara	1	1
tanarellenor	1	1
elszamoltatni	1	1
imret	2	2
tobbieket	1	1
tanarokbol	1	1
ugynokoket	1	1
besugokat	1	1
nevelni	1	1
hamisitott	1	1
nyelvvizsga	1	1
forgalmaznak	1	1
diakoknak	1	1
csodalkozunk	1	1
gabornak	3	2
adjunktusnak	1	1
tanarseged	1	1
eltunodik	1	1
zulleszteni	1	1
emelkedni	1	1
igeretukrol	1	1
megfontolt	1	1
nelkulunk	1	1
melypontra	1	1
amelytol	2	2
vigasztalhatjuk	1	1
megszegyenult	1	1
ostoban	1	1
belement	1	1
alkotmanyozasi	1	1
elinditasaba	1	1
bosszu	1	1
megtorpedoztak	1	1
bedolt	1	1
mentette	1	1
butan	1	1
falaz	1	1
arado	1	1
gazsagnak	1	1
viktort	1	1
dominanciaju	1	1
kulturpolitika	1	1
erejenek	1	1
gyengitesere	1	1
klienturan	1	1
kulturpolitikaval	1	1
erzekel	1	1
aktualitast	1	1
nelkulozve	1	1
fodort	4	1
megjeleniti	1	1
jelenletnel	1	1
mosolyogna	1	1
terjedelmes	1	1
szinhazi	1	1
mozieloadast	1	1
megnezett	1	1
kerdezesere	1	1
faggato	1	1
pogonyi	1	1
rakerdezett	1	1
vic	12	7
glosszajaban	1	1
pellengerezte	1	1
emlegette	1	1
interjukerdes	1	1
orve	1	1
szolgalatkeszen	1	1
megtamogassa	1	1
fodortol	1	1
felelt	1	1
emlekeket	2	2
kodolt	1	1
velemennyel	1	1
kijelenteserol	1	1
dobbenek	1	1
kovetkezmenyorban	1	1
irracionalis	1	1
tenyszeru	2	1
pillanatra	1	1
legregibb	1	1
brindza	2	1
alabbiakkal	1	1
koncentracioja	1	1
voltmajda	1	1
hirmusorainak	1	1
kormanypropaganda	1	1
eszkozeve	1	1
alacsonyitasa	1	1
partatlan	1	1
politikagyartas	1	1
ontomjenezes	1	1
formalasatobb	1	1
felelosok	1	1
takarekossaganak	1	1
privatizaciokorrupcio	1	1
torvenyserto	3	3
intezkedesekhez	1	1
felhasznalasa	1	1
sokmillios	1	1
erdemtelen	1	1
vegkielegiteseksokmillios	1	1
villak	2	2
visszaelesujsagalapitas	1	1
felszolalasok	1	1
megnyirbalasa	1	1
mondatba	2	1
suritette	1	1
koncepcionalisan	1	1
tomoren	3	3
pontokba	1	1
orbant	1	1
szegyenlosek	1	1
antiszemitak	2	2
karikaturalis	1	1
klisearzenaljabol	1	1
destrualo	1	1
fogalmaval	1	1
operal	1	1
kimondasahoz	1	1
fodornak	1	1
magjat	1	1
maguktol	1	1
ilyenrol	2	2
kozlesi	1	1
betus	1	1
szedessel	1	1
eltevelyedesei	1	1
wc	9	6
punk	2	2
hallottak	1	1
kazettas	1	1
gitaros	1	1
fodorra	1	1
bahama	1	1
szigeteki	1	1
princz	1	1
gaborral	1	1
kettesben	1	1
lathattunk	2	2
felidei	1	1
ertekelendo	1	1
betlen	3	1
elegyedni	2	1
titani	1	1
erdektelen	3	2
mondatait	1	1
mondogatta	1	1
napolyi	1	1
gesztusai	1	1
sugaroztak	1	1
grimaszolt	1	1
izzadt	1	1
mosolygott	1	1
meresztgette	1	1
matatott	1	1
vicsorgott	1	1
testreszeit	1	1
becsuletere	1	1
izgett	1	1
nekifutott	1	1
atfogalmazott	1	1
tompitott	1	1
riportrol	1	1
felmondatot	1	1
csond	1	1
felho	2	1
ereszkedett	1	1
lepattantak	1	1
szituacio	1	1
szulotte	1	1
gomolyog	1	1
mediumek	1	1
raebredtek	1	1
robbant	2	2
bombat	1	1
odebb	1	1
zakatolt	1	1
pokolgep	1	1
diktaturarol	1	1
fasizmusrol	1	1
szelsojobboldalrol	1	1
korrupciorol	1	1
ketyegett	1	1
masina	1	1
pejorativ	1	1
felkialtojelet	1	1
elhasznalt	1	1
sugarozhat	1	1
reakcio	1	1
gladstone	1	1
anglianak	2	1
utolertuk	1	1
beallitottak	1	1
felhuztak	1	1
idozitot	1	1
nyugtalankodnak	1	1
batortalanul	1	1
kettyen	1	1
gyartottak	2	2
stiffer	1	1
volodymyr	2	1
horbulin	2	1
grab	1	1
destabilizing	1	1
yavorivsky	1	1
antagonize	1	1
pardons	1	1
munich	5	4
guards	1	1
politicized	1	1
pardon	1	1
